query	no	token	pos
경주 여행	212	세요	EP+EF
경주 여행	212	걸음	NNG
경주 여행	212	없이	MAG
경주 여행	212	즐기	VV
경주 여행	212	다면	EC
경주 여행	212	여기	NP
경주 여행	212	부터	JX
경주 여행	212	추천	NNG
경주 여행	212	드립니다	VV+EC
경주 여행	213	어때요	VA+EF
경주 여행	213	고등학생	NNG
경주 여행	213	시절	NNG
경주 여행	213	추억	NNG
경주 여행	213	만들	VV
경주 여행	213	해요	VX+EF
경주 여행	213	..	SY
경주 여행	213	어때요	VA+EF
경주 여행	213	고등학생	NNG
경주 여행	213	시절	NNG
경주 여행	213	추억	NNG
경주 여행	213	만들	VV
경주 여행	213	해요	VX+EF
경주 여행	213	로또	NNP
경주 여행	213	는데	EC
경주 여행	213	해몽	NNG
경주 여행	213	해줘요	XSV+EC+VX+EC
경주 여행	213	컴퓨터	NNG
경주 여행	213	조립식	NNG
경주 여행	213	얼마	NNG
경주 여행	213	고등학생	NNG
경주 여행	213	시절	NNG
경주 여행	213	추억	NNG
경주 여행	213	만들	VV
경주 여행	213	아주	MAG
경주 여행	213	선택	NNG
경주 여행	213	입니다	VCP+EF
경주 여행	213	한국	NNP
경주 여행	213	역사	NNG
경주 여행	213	문화	NNG
경주 여행	213	느낄	VV+ETM
경주 여행	213	도시	NNG
경주 여행	214	남자	NNG
경주 여행	214	혼자	NNG
경주 여행	214	일정	NNG
경주 여행	214	숙소	NNG
경주 여행	214	예약	NNG
경주 여행	214	혼자	NNG
경주 여행	214	멋지	VA
경주 여행	214	계획	NNG
경주 여행	214	네요	EC
경주 여행	214	여유	NNG
경주 여행	214	제대로	MAG
경주 여행	214	느낄	VV+ETM
경주 여행	214	일정	NNG
경주 여행	214	에요	EF
경주 여행	214	가성	NNG
경주 여행	214	숙소	NNG
경주 여행	214	경주역	NNP
경주 여행	214	근처	NNG
경주 여행	214	게스트	NNP
경주 여행	214	하우스	NNP
경주 여행	214	황리	NNG
경주 여행	214	한옥	NNP
경주 여행	214	게스트	NNP
경주 여행	214	하우스	NNP
경주 여행	214	가격	NNG
경주 여행	214	접근성	NNG
경주 여행	214	아요	EF
경주 여행	214	바닷가	NNG
경주 여행	214	이동	NNG
경주 여행	215	루트	NNG
경주 여행	215	천마총	NNG
경주 여행	215	중앙	NNG
경주 여행	215	시장	NNG
경주 여행	215	일정	NNG
경주 여행	215	천마총	NNG
경주 여행	215	다가	EC
경주 여행	215	중앙	NNG
경주 여행	215	시장	NNG
경주 여행	215	려고	EC
경주 여행	215	는데	EC
경주 여행	215	네이버	NNP
경주 여행	215	지도	NNG
경주 여행	215	검색	NNG
경주 여행	215	니까	EC
경주 여행	215	다시	MAG
경주 여행	215	으로	JKB
경주 여행	215	내려갔	VV+EP
경주 여행	215	다가	EC
경주 여행	215	올라가	VV
경주 여행	215	라고	EC
경주 여행	215	네요	EC
경주 여행	215	동선	NNG
경주 여행	215	낭비	NNG
경주 여행	215	너무	MAG
경주 여행	215	심한	VA+ETM
경주 여행	215	지도	NNG
경주 여행	215	나온	VV+ETM
경주 여행	215	처럼	JKB
경주 여행	215	돌아가	VV
경주 여행	215	하나	NR
경주 여행	215	중간	NNG
경주 여행	215	나가	VV
경주 여행	215	나요	EC
경주 여행	215	천마총	NNG
경주 여행	216	20	SN
경주 여행	216	중반	NNG
경주 여행	216	여성	NNG
경주 여행	216	식당	NNG
경주 여행	216	술집	NNG
경주 여행	216	추천	NNG
경주 여행	216	세요	EP+EF
경주 여행	216	친구	NNG
경주 여행	216	이랑	JC
경주 여행	216	는데	EC
경주 여행	216	대해서	VV+EC
경주 여행	216	마땅히	MAG
경주 여행	216	못해서	VX+EC
경주 여행	216	막막	XR
경주 여행	216	네요	EC
경주 여행	216	20	SN
경주 여행	216	여자	NNG
경주 여행	216	좋아합니다	VV+EC
경주 여행	216	황리	NNG
경주 여행	216	이랑	JC
경주 여행	216	보문	NNG
경주 여행	216	단지	MAG
경주 여행	216	추천	NNG
경주 여행	216	세요	EP+EF
경주 여행	216	그리고	MAJ
경주 여행	216	맛있	VA
경주 여행	216	식당	NNG
경주 여행	216	추천	NNG
경주 여행	216	부탁	NNG
경주 여행	216	드립니다	VV+EC
경주 여행	216	하루	NNG
경주 여행	216	시내	NNG
경주 여행	217	경비	NNG
경주 여행	217	어느	MM
경주 여행	217	정도	NNG
경주 여행	217	나올까요	VV+EF
경주 여행	217	숙소	NNG
경주 여행	217	교통비	NNG
경주 여행	217	고요	EC
경주 여행	217	나름	NNB
경주 여행	217	지만	EC
경주 여행	217	식대	NNG
경주 여행	217	입장료	NNG
경주 여행	217	간식	NNG
경주 여행	217	정도	NNG
경주 여행	217	본인	NNG
경주 여행	217	주머니	NNG
경주 여행	217	만큼	NNB
경주 여행	217	생각	NNG
경주 여행	217	해서	XSV+EC
경주 여행	217	조절	NNG
경주 여행	217	네요	EF
경주 여행	217	여유	NNG
경주 여행	217	다면	EC
경주 여행	217	맛있	VA
경주 여행	217	해도	VV+EC
경주 여행	218	추천	NNG
경주 여행	218	이번	NNG
경주 여행	218	남자	NNG
경주 여행	218	친구	NNG
경주 여행	218	전역	NNG
경주 여행	218	직전	NNG
경주 여행	218	으로	JKB
경주 여행	218	는데요	EF
경주 여행	218	황리	NNG
경주 여행	218	어서요	EC
경주 여행	218	어서	EC
경주 여행	218	계획	NNG
경주 여행	218	계시	VX
경주 여행	218	는군요	EC
경주 여행	218	다섯	NR
경주 여행	218	코스	NNG
경주 여행	218	공유	NNG
경주 여행	218	내용	NNG
경주 여행	218	참고	NNG
경주 여행	218	습니다	EF
경주 여행	219	아이	NNG
경주 여행	219	코스	NNG
경주 여행	219	다섯	NR
경주 여행	219	아이	NNG
경주 여행	219	함께	MAG
경주 여행	219	가족	NNG
경주 여행	219	갑니다	VV+EC
경주 여행	219	첫날	NNG
경주 여행	219	점심	NNG
경주 여행	219	경주역	NNP
경주 여행	219	도착	NNG
경주 여행	219	예정	NNG
경주 여행	219	숙소	NNG
경주 여행	219	보문관광단지	NNP
경주 여행	219	근처	NNG
경주 여행	219	입니다	VCP+EF
경주 여행	219	둘째	NR
경주 여행	219	월드	NNG
경주 여행	219	다녀오	VV
경주 여행	219	오후	NNG
경주 여행	219	떠날	VV+ETM
경주 여행	219	계획	NNG
경주 여행	219	입니다	VCP+EF
경주 여행	219	직접	MAG
경주 여행	219	운전	NNG
경주 여행	219	예정	NNG
경주 여행	219	인데	VCP+EC
경주 여행	219	코스	NNG
경주 여행	219	어떻게	MAG
경주 여행	220	추천	NNG
경주 여행	220	안녕	NNG
경주 여행	220	세영	NNP
경주 여행	220	할려고	VV+EC
경주 여행	220	10	SN
경주 여행	220	인데	VCP+EC
경주 여행	220	황리	NNG
경주 여행	220	근처	NNG
경주 여행	220	어둑	XR
경주 여행	220	분위기	NNG
경주 여행	220	어요	EF
경주 여행	220	가이드	NNG
경주 여행	220	교통편	NNG
경주 여행	220	맛집	NNG
경주 여행	220	볼거리	NNG
경주 여행	220	까지	JX
경주 여행	220	모두	MAG
경주 여행	220	알려	VV+EC
경주 여행	220	가이드	NNG
경주 여행	220	교통편	NNG
경주 여행	220	맛집	NNG
경주 여행	220	볼거리	NNG
경주 여행	220	까지	JX
경주 여행	220	모두	MAG
경주 여행	220	알려	VV+EC
경주 여행	220	게요	NNB+VCP+EC
경주 여행	221	동선	NNG
경주 여행	221	부탁	NNG
경주 여행	221	드려요	VV+EC
경주 여행	221	으로	JKB
경주 여행	221	어린애	NNG
경주 여행	221	데리	VV
경주 여행	221	에요	VCP+EF
경주 여행	221	숙소	NNG
경주 여행	221	보문	NNG
경주 여행	221	단지	NNG
경주 여행	221	구요	EF
경주 여행	221	우선	MAG
경주 여행	221	정도	NNG
경주 여행	221	다녀온	VV+ETM
경주 여행	221	은데요	EC
경주 여행	221	아이	NNG
경주 여행	221	면서	EC
경주 여행	221	체험	NNG
경주 여행	221	코스	NNG
경주 여행	221	맛집	NNG
경주 여행	221	TIP	SL
경주 여행	221	코스	NNG
경주 여행	221	시내	NNG
경주 여행	221	보문관광단지	NNP
경주 여행	221	토함산	NNP
경주 여행	221	남산	NNG
경주 여행	222	갈려고	VV+EC
경주 여행	222	24	SN
경주 여행	222	괜찮	VA
경주 여행	222	을까요	EC
경주 여행	222	애인	NNG
경주 여행	222	이랑	JC
경주 여행	222	갈려고	VV+EC
경주 여행	222	는데	EC
경주 여행	222	쓸려고	VV+EC
경주 여행	222	맘먹	VV
경주 여행	222	는데	EC
경주 여행	222	24	SN
경주 여행	222	충분	XR
경주 여행	222	할까요	XSA+EC
경주 여행	222	갈려고	VV+EC
경주 여행	222	245000	SN
경주 여행	222	괜찮	VA
경주 여행	222	을까	EC
경주 여행	222	애인	NNG
경주 여행	222	이랑	JC
경주 여행	222	갈려고	VV+EC
경주 여행	222	는데	EC
경주 여행	222	쓸려고	VV+EC
경주 여행	222	맘먹	VV
경주 여행	222	는데	EC
경주 여행	222	24	SN
경주 여행	223	코스	NNG
경주 여행	223	코스	NNG
경주 여행	223	계획	NNG
경주 여행	223	계신	VX+ETM
경주 여행	223	다니	VCP+EC
경주 여행	223	정말	MAG
경주 여행	223	흥미	NNG
경주 여행	223	로운	XSA+ETM
경주 여행	223	습니다	EF
경주 여행	223	신라	NNP
경주 여행	223	역사	NNG
경주 여행	223	문화	NNG
경주 여행	223	아름다운	VA+ETM
경주 여행	223	자연	NNG
경주 여행	223	경관	NNG
경주 여행	223	느낄	VV+ETM
경주 여행	223	대한민국	NNP
경주 여행	223	대표	NNG
경주 여행	223	관광	NNG
경주 여행	223	도시	NNG
경주 여행	223	입니다	VCP+EC
경주 여행	223	동안	NNG
경주 여행	223	방문	NNG
경주 여행	223	추천	NNG
경주 여행	224	실내	NNG
경주 여행	224	관광	NNG
경주 여행	224	는데	EC
경주 여행	224	많이	MAG
경주 여행	224	더라고요	EC
경주 여행	224	실내	NNG
경주 여행	224	추천	NNG
경주 여행	224	세요	EP+EF
경주 여행	224	검색	NNG
경주 여행	224	기반	NNG
경주 여행	224	에서	JKB
경주 여행	224	실제	NNG
경주 여행	224	방문	NNG
경주 여행	224	날씨	NNG
경주 여행	224	일정	NNG
경주 여행	224	따라	VV+EC
경주 여행	224	운영	NNG
경주 여행	224	시간	NNG
경주 여행	224	확인	NNG
경주 여행	224	즐거운	VA+ETM
경주 여행	224	바랍니다	VV+EF
경주 여행	224	채택	NNG
경주 여행	225	운전	NNG
경주 여행	225	평상시	NNG
경주 여행	225	운전	NNG
경주 여행	225	제주	NNP
경주 여행	225	입니다	VCP+EF
경주 여행	225	텍스	NNG
경주 여행	225	렌트	NNG
경주 여행	225	은데	EC
경주 여행	225	초보	NNG
경주 여행	225	운전	NNG
경주 여행	225	돌아다니	VV
경주 여행	225	어렵	VA
경주 여행	225	을까요	EC
경주 여행	225	그렇게	MAG
경주 여행	225	복잡	XR
경주 여행	225	지만	EC
경주 여행	225	운전	NNG
경주 여행	225	자신	NNG
경주 여행	225	다면	EC
경주 여행	225	조심	NNG
경주 여행	225	운전	NNG
경주 여행	226	질문	NNG
경주 여행	226	거나	EC
경주 여행	226	의견	NNG
경주 여행	226	부탁	NNG
경주 여행	226	드립니다	VV+EC
경주 여행	226	바퀴	NNBC
경주 여행	226	버스	NNG
경주 여행	226	거나	EC
경주 여행	226	택시	NNG
경주 여행	226	세용	EP+EF
경주 여행	226	걸어서	VV+EC
경주 여행	226	에요	VCP+EF
경주 여행	226	택시	NNG
경주 여행	226	힘들	VA
경주 여행	226	어요	EF
경주 여행	226	부터	JX
경주 여행	226	택시	NNG
경주 여행	226	관광지	NNG
경주 여행	226	에서	JKB
경주 여행	226	택시	NNG
경주 여행	226	거나	EC
경주 여행	226	카카오	NNP
경주 여행	226	택시	NNG
경주 여행	227	식당	NNG
경주 여행	227	추천	NNG
경주 여행	227	부탁	NNG
경주 여행	227	드립니다	VV+EC
경주 여행	227	시간	NNG
경주 여행	227	도착	NNG
경주 여행	227	는데	EC
경주 여행	227	여기	NP
경주 여행	227	봐야	VX+EC
경주 여행	227	한다	VX+EC
경주 여행	227	식당	NNG
경주 여행	227	에서	JKB
경주 여행	227	특별	NNG
경주 여행	227	대접	NNG
경주 여행	227	식당	NNG
경주 여행	227	추천	NNG
경주 여행	227	드리	VX
경주 여행	227	습니다	EF
경주 여행	227	식당	NNG
경주 여행	227	하나	NR
경주 여행	227	선택	NNG
경주 여행	227	에서	JKB
경주 여행	227	특별	NNG
경주 여행	227	대접	NNG
경주 여행	228	코스	NNG
경주 여행	228	당일치기	NNG
경주 여행	228	학생	NNG
경주 여행	228	코스	NNG
경주 여행	228	알려	VV+EC
경주 여행	228	세요	EP+EF
경주 여행	228	첨성대	NNG
경주 여행	228	근처	NNG
경주 여행	228	한복	NNG
경주 여행	228	나드리	NNG
경주 여행	228	에서	JKB
경주 여행	228	질문	NNG
경주 여행	228	일정	NNG
경주 여행	228	관련	NNG
경주 여행	228	답변	NNG
경주 여행	228	드리	VV
경주 여행	228	도록	EC
경주 여행	228	습니다	EF
경주 여행	228	황리	NNG
경주 여행	228	맞춤	NNG
경주 여행	228	일정	NNG
경주 여행	228	준비	NNG
경주 여행	228	어요	EF
경주 여행	228	아래	NNG
경주 여행	228	첨부	NNG
경주 여행	228	일정	NNG
경주 여행	228	참고	NNG
경주 여행	229	역사	NNG
경주 여행	229	의미	NNG
경주 여행	229	다녀왔	VV+EP
경주 여행	229	는데요	EF
경주 여행	229	생각	NNG
경주 여행	229	보다	JKB
경주 여행	229	재미	NNG
경주 여행	229	어요	EF
경주 여행	229	너무	MAG
경주 여행	229	진지	XR
경주 여행	229	공부	NNG
경주 여행	229	느낌	NNG
경주 여행	229	으로	JKB
경주 여행	229	질문	NNG
경주 여행	229	관련	NNG
경주 여행	229	답변	NNG
경주 여행	229	드리	VV
경주 여행	229	도록	EC
경주 여행	229	습니다	EF
경주 여행	229	에서	JKB
경주 여행	229	동궁	NNG
경주 여행	229	월지	NNG
경주 여행	230	코스	NNG
경주 여행	230	추천	NNG
경주 여행	230	뚜벅	MAG
경주 여행	230	위한	VV+ETM
경주 여행	230	코스	NNG
경주 여행	230	추천	NNG
경주 여행	230	부탁	NNG
경주 여행	230	드려요	VV+EC
경주 여행	230	오붓	XR
경주 여행	230	계획	NNG
경주 여행	230	계시	VX
경주 여행	230	는군요	EC
경주 여행	230	대중교통	NNG
경주 여행	230	이용	NNG
경주 여행	230	해서	XSV+EC
경주 여행	230	돌아볼	VV+ETM
경주 여행	230	생각	NNG
경주 여행	230	라면	EC
경주 여행	230	가볍	VA
경주 여행	230	코스	NNG
경주 여행	230	습니다	EF
경주 여행	231	코스	NNG
경주 여행	231	추천	NNG
경주 여행	231	코스	NNG
경주 여행	231	추천	NNG
경주 여행	231	가족	NNG
경주 여행	231	안녕	NNG
경주 여행	231	세요	EP+EF
경주 여행	231	계획	NNG
경주 여행	231	루트	NNG
경주 여행	231	실행	NNG
경주 여행	231	실패	NNG
경주 여행	231	소개	NNG
경주 여행	231	드릴까	VX+EC
경주 여행	231	합니다	VX+EF
경주 여행	231	한번	MAG
경주 여행	231	마음	NNG
경주 여행	231	드신	VV+EP+ETM
경주 여행	231	다면	NNG
경주 여행	231	채택	NNG
경주 여행	231	부탁	NNG
경주 여행	231	드립니다	VV+EC
경주 여행	232	봐야	VX+EC
경주 여행	232	맛집	NNG
경주 여행	232	리스트	NNG
경주 여행	232	무엇	NP
경주 여행	232	인가요	VCP+EF
경주 여행	232	계획	NNG
경주 여행	232	필수	NNG
경주 여행	232	방문	NNG
경주 여행	232	맛집	NNG
경주 여행	232	플레이스	NNG
경주 여행	232	습니다	EF
경주 여행	232	현지인	NNG
경주 여행	232	추천	NNG
경주 여행	232	명소	NNG
경주 여행	232	봐야	VX+EC
경주 여행	232	맛집	NNG
경주 여행	232	황남빵	NNP
경주 여행	232	식당	NNG
경주 여행	232	잔치국수	NNP
경주 여행	232	교동	NNP
경주 여행	232	법주	NNP
경주 여행	232	신라	NNP
경주 여행	232	밀면	NNP
경주 여행	232	에요	EF
경주 여행	232	플레이스	NNG
경주 여행	232	불국사	NNP
경주 여행	233	일정	NNG
경주 여행	233	도와	VV+EC
경주 여행	233	세요	EP+EF
경주 여행	233	그냥	MAG
경주 여행	233	최소한	NNG
경주 여행	233	움직임	NNG
경주 여행	233	으로	JKB
경주 여행	233	이틀	NNG
경주 여행	233	동안	NNG
경주 여행	233	다녀올	VV+ETM
경주 여행	233	코스	NNG
경주 여행	233	알려	VV+EC
경주 여행	233	세요	EP+EF
경주 여행	233	예쁜	VA+ETM
경주 여행	233	카페	NNP
경주 여행	233	추천	NNG
경주 여행	233	질문	NNG
경주 여행	233	일정	NNG
경주 여행	233	관련	NNG
경주 여행	233	답변	NNG
경주 여행	233	드리	VV
경주 여행	233	도록	EC
경주 여행	233	습니다	EF
경주 여행	233	문자	NNG
경주 여행	233	께서	JKS
경주 여행	233	대로	NNB
경주 여행	233	최대한	NNG
경주 여행	233	여유	NNG
경주 여행	233	로운	XSA+ETM
경주 여행	233	일정	NNG
경주 여행	233	준비	NNG
경주 여행	234	려는데	EC
경주 여행	234	추천	NNG
경주 여행	234	엄마	NNG
경주 여행	234	혼자	NNG
경주 여행	234	아들	NNG
경주 여행	234	데리	VV
경주 여행	234	정도	NNG
경주 여행	234	다녀온	VV+ETM
경주 여행	234	은데요	EC
경주 여행	234	구체	NNG
경주 여행	234	일정	NNG
경주 여행	234	어서	EC
경주 여행	234	코스	NNG
경주 여행	234	맛집	NNG
경주 여행	234	숙소	NNG
경주 여행	234	대한	VV+ETM
경주 여행	234	경험담	NNG
경주 여행	234	어서	EC
경주 여행	234	소개	NNG
경주 여행	234	할게요	XSV+EC
경주 여행	234	TIP	SL
경주 여행	234	코스	NNG
경주 여행	235	추천	NNG
경주 여행	235	추천	NNG
경주 여행	235	세요	EP+EF
경주 여행	235	주신	NNG
경주 여행	235	추천	NNG
경주 여행	235	드릴게요	VV+EC
경주 여행	235	즐거운	VA+ETM
경주 여행	235	으면	EC
경주 여행	235	어요	EF
경주 여행	235	경북	NNP
경주 여행	235	황성	NNG
경주 여행	235	공원	NNG
경주 여행	235	양남	NNG
경주 여행	235	주상	NNG
경주 여행	235	절리	NNG
경주 여행	235	동궁	NNG
경주 여행	235	월지	NNG
경주 여행	235	궁원	NNG
경주 여행	235	황리	NNG
경주 여행	235	첨성대	NNG
경주 여행	236	코스	NNG
경주 여행	236	질문	NNG
경주 여행	236	는데	EC
경주 여행	236	예전	NNG
경주 여행	236	가본적	NNG
경주 여행	236	어서	EC
경주 여행	236	대충	MAG
경주 여행	236	지리	NNG
경주 여행	236	는데	EC
경주 여행	236	질문	NNG
경주 여행	236	코스	NNG
경주 여행	236	관련	NNG
경주 여행	236	답변	NNG
경주 여행	236	드리	VV
경주 여행	236	습니다	EF
경주 여행	236	경주로	NNG
경주 여행	236	일정	NNG
경주 여행	236	준비	NNG
경주 여행	236	어요	EF
경주 여행	236	아래	NNG
경주 여행	236	첨부	NNG
경주 여행	236	일정	NNG
경주 여행	236	참고	NNG
경주 여행	236	즐거운	VA+ETM
경주 여행	237	는데	EC
경주 여행	237	코스	NNG
경주 여행	237	추천	NNG
경주 여행	237	인데	VCP+EC
경주 여행	237	코스	NNG
경주 여행	237	추천	NNG
경주 여행	237	주신	NNG
경주 여행	237	코스	NNG
경주 여행	237	추천	NNG
경주 여행	237	드릴게요	VV+EC
경주 여행	237	재밌	VA
경주 여행	237	으면	EC
경주 여행	237	어요	EF
경주 여행	237	경북	NNP
경주 여행	237	황성	NNG
경주 여행	237	공원	NNG
경주 여행	237	양남	NNG
경주 여행	237	주상	NNG
경주 여행	237	절리	NNG
경주 여행	237	동궁	NNG
경주 여행	237	월지	NNG
경주 여행	237	궁원	NNG
경주 여행	238	엄마	NNG
경주 여행	238	엄마	NNG
경주 여행	238	평일	NNG
경주 여행	238	대중교통	NNG
경주 여행	238	려고	EC
경주 여행	238	는데요	EF
경주 여행	238	일단	MAG
경주 여행	238	불국사	NNG
경주 여행	238	도보	NNG
경주 여행	238	대중교통	NNG
경주 여행	238	이용	NNG
경주 여행	238	코스	NNG
경주 여행	238	의견	NNG
경주 여행	238	드려	VV+EC
경주 여행	238	볼께요	VX+EF
경주 여행	238	먼저	MAG
경주 여행	238	평일	NNG
경주 여행	238	어머니	NNG
경주 여행	238	어머니	NNG
경주 여행	238	행복	NNG
경주 여행	238	세요	EP+EF
경주 여행	238	주요	NNG
경주 여행	238	관광지	NNG
경주 여행	238	교통편	NNG
경주 여행	238	도보	NNG
경주 여행	238	포함	NNG
경주 여행	239	뚜벅	MAG
경주 여행	239	코스	NNG
경주 여행	239	추천	NNG
경주 여행	239	여자	NNG
경주 여행	239	친구	NNG
경주 여행	239	려고	EC
경주 여행	239	는데	EC
경주 여행	239	뚜벅	MAG
경주 여행	239	돌아다닐	VV+ETM
경주 여행	239	코스	NNG
경주 여행	239	추천	NNG
경주 여행	239	세요	EP+EF
경주 여행	239	월드	NNG
경주 여행	239	제외	NNG
경주 여행	239	고요	EC
경주 여행	239	여자	NNG
경주 여행	239	친구	NNG
경주 여행	239	코스	NNG
경주 여행	239	추천	NNG
경주 여행	239	드릴게요	VV+EC
경주 여행	239	하루	NNG
경주 여행	239	세요	EP+EF
경주 여행	240	HELP	SL
경주 여행	240	18	SN
경주 여행	240	부터	JX
경주 여행	240	20	SN
경주 여행	240	까지	JX
경주 여행	240	가족	NNG
경주 여행	240	이랑	JC
경주 여행	240	려고	EC
경주 여행	240	는데	EC
경주 여행	240	어딜	NP+JKO
경주 여행	240	할지	VX+EC
경주 여행	240	모르	VV
경주 여행	240	어요	EF
경주 여행	240	도와	VV+EC
경주 여행	240	세요	EP+EF
경주 여행	240	추천	NNG
경주 여행	240	입니다	VCP+EF
경주 여행	240	월드	NNG
경주 여행	240	테마파크	NNG
경주 여행	240	엑스포	NNG
경주 여행	240	대공원	NNG
경주 여행	240	국립	NNG
경주 여행	240	박물관	NNG
경주 여행	240	원릉	NNG
경주 여행	240	동굴	NNG
경주 여행	240	월지	NNG
경주 여행	241	뚜벅	MAG
경주 여행	241	다음	NNG
경주 여행	241	평일	NNG
경주 여행	241	려고	EC
경주 여행	241	는데	EC
경주 여행	241	시기	NNG
경주 여행	241	별로	MAG
경주 여행	241	아서	EC
경주 여행	241	고민	NNG
경주 여행	241	입니다	VCP+EF
경주 여행	241	혼자	NNG
경주 여행	241	뚜벅	MAG
경주 여행	241	봄바람	NNG
경주 여행	241	살랑살랑	MAG
경주 여행	241	오푸스	NNG
경주 여행	241	에서	JKB
경주 여행	241	즐겨	VV+EC
경주 여행	241	세요	EP+EF
경주 여행	241	객실	NNG
경주 여행	241	개별	NNG
경주 여행	241	바베큐	NNG
경주 여행	241	으로	JKB
경주 여행	242	추천	NNG
경주 여행	242	50	SN
경주 여행	242	부부	NNG
경주 여행	242	10	SN
경주 여행	242	코스	NNG
경주 여행	242	야경	NNG
경주 여행	242	숙소	NNG
경주 여행	242	먹거리	NNG
경주 여행	242	추천	NNG
경주 여행	242	부탁	NNG
경주 여행	242	합니다	XSV+EF
경주 여행	242	계획	NNG
경주 여행	242	군요	EF
경주 여행	242	그럼	MAJ
경주 여행	242	에서	JKB
경주 여행	242	추천	NNG
경주 여행	242	드리	VX
경주 여행	242	습니다	EF
경주 여행	242	첨성대	NNG
경주 여행	242	동궁	NNG
경주 여행	242	월지	NNG
경주 여행	242	대릉원	NNG
경주 여행	243	코스	NNG
경주 여행	243	부탁	NNG
경주 여행	243	드려요	VV+EC
경주 여행	243	출발	NNG
경주 여행	243	합니다	XSV+EF
경주 여행	243	코스	NNG
경주 여행	243	부탁	NNG
경주 여행	243	드립니다	VV+EC
경주 여행	243	숙소	NNG
경주 여행	243	아직	MAG
경주 여행	243	예약	NNG
경주 여행	243	어요	EF
경주 여행	243	코스	NNG
경주 여행	243	보고	JKB
경주 여행	243	근처	NNG
경주 여행	243	게스트	NNP
경주 여행	243	하우스	NNP
경주 여행	243	으려고요	EF
경주 여행	243	안녕	IC
경주 여행	243	세요	EP+EF
경주 여행	243	계획	NNG
경주 여행	243	없이	MAG
경주 여행	243	루트	NNG
경주 여행	243	실패	NNG
경주 여행	244	아이	NNG
경주 여행	244	코스	NNG
경주 여행	244	려고	EC
경주 여행	244	는데	EC
경주 여행	244	동선	NNG
경주 여행	244	ㅠㅠㅠ어렵네요	UNKNOWN
경주 여행	244	가족	NNG
경주 여행	244	계획	NNG
경주 여행	244	입니다	VCP+EF
경주 여행	244	구성원	NNG
경주 여행	244	남편	NNG
경주 여행	244	아이	NNG
경주 여행	244	함께	MAG
경주 여행	244	합니다	VV+EF
경주 여행	244	첫째	NR
경주 여행	244	강동	MAG
경주 여행	244	워터	NNG
경주 여행	244	파크	NNG
경주 여행	244	까지	JX
경주 여행	244	보낼	VV+ETM
경주 여행	244	아이	NNG
경주 여행	244	함께	MAG
경주 여행	244	정말	MAG
경주 여행	244	습니다	EF
경주 여행	244	동안	NNG
경주 여행	244	필요	NNG
경주 여행	244	정보	NNG
경주 여행	244	확인	NNG
경주 여행	244	정보	NNG
경주 여행	245	코스	NNG
경주 여행	245	질문	NNG
경주 여행	245	어요	EF
경주 여행	245	23	SN
경주 여행	245	25	SN
경주 여행	245	코스	NNG
경주 여행	245	추천	NNG
경주 여행	245	세요	EP+EF
경주 여행	245	대상	NNG
경주 여행	245	어머니	NNG
경주 여행	245	코스	NNG
경주 여행	245	답변	NNG
경주 여행	245	드릴게요	VV+EC
경주 여행	245	코스	NNG
경주 여행	245	답변	NNG
경주 여행	245	드립니다	VV+EC
경주 여행	245	어머님	NNG
경주 여행	245	모시	VV
경주 여행	245	떠나	VV
경주 여행	245	즐거운	VA+ETM
경주 여행	245	추억	NNG
경주 여행	245	으로	JKB
경주 여행	245	도록	EC
경주 여행	246	10	SN
경주 여행	246	코스	NNG
경주 여행	246	식당	NNG
경주 여행	246	추천	NNG
경주 여행	246	부탁	NNG
경주 여행	246	드립니다	VV+EC
경주 여행	246	숙소	NNG
경주 여행	246	가실	NNG
경주 여행	246	방문	NNG
경주 여행	246	예쁜	VA+ETM
경주 여행	246	카페	NNG
경주 여행	246	입니다	VCP+EF
경주 여행	246	포토	NNG
경주 여행	246	다양	XR
경주 여행	246	작품	NNG
경주 여행	246	함께	MAG
경주 여행	246	감상	NNG
경주 여행	246	카페	NNG
경주 여행	246	라서	VCP+EC
경주 여행	246	참고	NNG
경주 여행	246	수면	NNG
경주 여행	246	아요	EC
경주 여행	247	질문	NNG
경주 여행	247	안녕	NNG
경주 여행	247	세요	EP+EF
경주 여행	247	는데	EC
경주 여행	247	이번	NNG
경주 여행	247	려고	EC
경주 여행	247	거든요	EF
경주 여행	247	정도	NNG
경주 여행	247	돌아다닐	VV+ETM
경주 여행	247	은데	EC
경주 여행	247	버스	NNG
경주 여행	247	렌트카	NNG
경주 여행	247	반갑	VA
경주 여행	247	습니다	EF
경주 여행	247	문화	NNG
경주 여행	247	유산	NNG
경주 여행	247	도시	NNG
경주 여행	247	당일	NNG
경주 여행	247	준비	NNG
경주 여행	247	네요	EF
경주 여행	247	방문	NNG
경주 여행	247	처음	NNG
경주 여행	247	라면	EC
경주 여행	248	코스	NNG
경주 여행	248	어디	NP
경주 여행	248	가족	NNG
경주 여행	248	이랑	JC
경주 여행	248	려고	EC
경주 여행	248	는데	EC
경주 여행	248	코스	NNG
경주 여행	248	어떻게	MAG
경주 여행	248	해야	VV+EC
경주 여행	248	할지	VX+EC
경주 여행	248	모르	VV
경주 여행	248	네요	EF
경주 여행	248	코스	NNG
경주 여행	248	어디	NP
경주 여행	248	을까요	EF
경주 여행	248	사실	MAG
경주 여행	248	중학교	NNG
경주 여행	248	어요	EF
경주 여행	248	코스	NNG
